ID,Block/Item,Mod,Unlocalised name,Class
3144,Block,MineFactoryReloaded,tile.mfr.cable.redstone,powercrystals.minefactoryreloaded.block.BlockRedNetCable
3145,Block,MineFactoryReloaded,tile.mfr.rednet.logic,powercrystals.minefactoryreloaded.block.BlockRedNetLogic
3146,Block,MineFactoryReloaded,tile.mfr.machine.2,powercrystals.minefactoryreloaded.block.BlockFactoryMachine
3148,Block,MineFactoryReloaded,tile.mfr.vinescaffold,powercrystals.minefactoryreloaded.block.BlockVineScaffold
3149,Block,MineFactoryReloaded,tile.mfr.rednet.panel,powercrystals.minefactoryreloaded.block.BlockRedNetPanel
3150,Block,MineFactoryReloaded,tile.mfr.detcord,powercrystals.minefactoryreloaded.block.BlockDetCord
3186,Block,TConstruct,tile.LavaTank,tconstruct.blocks.LavaTankBlock
3187,Block,TConstruct,tile.Smeltery,tconstruct.blocks.SmelteryBlock
3188,Block,TConstruct,tile.SearedBlock,tconstruct.blocks.SearedBlock
3189,Block,TConstruct,tile.blood.channel,tconstruct.blocks.ConveyorBase
3190,Block,TConstruct,tile.slime.channel,tconstruct.blocks.ConveyorBase
3191,Block,TConstruct,tile.slime.pad,tconstruct.blocks.SlimePad
3192,Block,TConstruct,tile.FurnaceSlab,tconstruct.blocks.FurnaceSlab
3195,Block,TConstruct,tile.metal.molten.silver,tconstruct.blocks.TConstructFluid
3196,Block,TConstruct,tile.metal.molten.lead,tconstruct.blocks.TConstructFluid
3197,Block,TConstruct,tile.metal.molten.nickel,tconstruct.blocks.TConstructFluid
3198,Block,TConstruct,tile.metal.molten.shiny,tconstruct.blocks.TConstructFluid
3199,Block,TConstruct,tile.metal.molten.invar,tconstruct.blocks.TConstructFluid
3200,Block,TConstruct,tile.metal.molten.electrum,tconstruct.blocks.TConstructFluid
3201,Block,TConstruct,tile.metal.molten.iron,tconstruct.blocks.TConstructFluid
3202,Block,TConstruct,tile.metal.molten.gold,tconstruct.blocks.TConstructFluid
3203,Block,TConstruct,tile.metal.molten.copper,tconstruct.blocks.TConstructFluid
3204,Block,TConstruct,tile.metal.molten.tin,tconstruct.blocks.TConstructFluid
3205,Block,TConstruct,tile.metal.molten.aluminum,tconstruct.blocks.TConstructFluid
3206,Block,TConstruct,tile.metal.molten.cobalt,tconstruct.blocks.TConstructFluid
3207,Block,TConstruct,tile.metal.molten.ardite,tconstruct.blocks.TConstructFluid
3208,Block,TConstruct,tile.metal.molten.bronze,tconstruct.blocks.TConstructFluid
3209,Block,TConstruct,tile.metal.molten.alubrass,tconstruct.blocks.TConstructFluid
3210,Block,TConstruct,tile.metal.molten.manyullyn,tconstruct.blocks.TConstructFluid
3211,Block,TConstruct,tile.metal.molten.alumite,tconstruct.blocks.TConstructFluid
3212,Block,TConstruct,tile.metal.molten.obsidian,tconstruct.blocks.TConstructFluid
3213,Block,TConstruct,tile.metal.molten.steel,tconstruct.blocks.TConstructFluid
3214,Block,TConstruct,tile.metal.molten.glass,tconstruct.blocks.TConstructFluid
3215,Block,TConstruct,tile.molten.stone,tconstruct.blocks.TConstructFluid
3216,Block,TConstruct,tile.molten.emerald,tconstruct.blocks.TConstructFluid
3217,Block,TConstruct,tile.liquid.blood,tconstruct.blocks.BloodBlock
3218,Block,TConstruct,tile.fluid.ender,tconstruct.blocks.TConstructFluid
3219,Block,TConstruct,tile.GlueBlock,tconstruct.blocks.GlueBlock
3220,Block,TConstruct,tile.liquid.glue,tconstruct.blocks.GlueFluid
3223,Block,TConstruct,tile.GlassBlock,tconstruct.blocks.GlassBlockConnected
3225,Block,TConstruct,tile.GlassBlock.StainedClear,tconstruct.blocks.GlassBlockConnectedMeta
3227,Block,TConstruct,tile.Armor.DryingRack,tconstruct.blocks.DryingRack
3228,Block,TConstruct,tile.null,tconstruct.blocks.GlassPaneConnected
3229,Block,TConstruct,tile.tconstruct.glasspanestained,tconstruct.blocks.GlassPaneStained
3230,Block,TConstruct,tile.SearedSlab,tconstruct.blocks.SearedSlab
3231,Block,TConstruct,tile.SpeedSlab,tconstruct.blocks.SpeedSlab
3232,Block,TConstruct,tile.trap.punji,tconstruct.blocks.traps.Punji
3233,Block,TConstruct,tile.CraftingStation,tconstruct.blocks.CraftingStationBlock
3235,Block,TConstruct,tile.liquid.slime,tconstruct.blocks.slime.SlimeFluid
3237,Block,TConstruct,tile.slime.gel,tconstruct.blocks.slime.SlimeGel
3238,Block,TConstruct,tile.slime.grass,tconstruct.blocks.slime.SlimeGrass
3239,Block,TConstruct,tile.slime.grass.tall,tconstruct.blocks.slime.SlimeTallGrass
3240,Block,TConstruct,tile.slime.leaves,tconstruct.blocks.slime.SlimeLeaves
3241,Block,TConstruct,tile.slime.sapling,tconstruct.blocks.slime.SlimeSapling
3242,Block,TConstruct,tile.tconstruct.meatblock,tconstruct.blocks.MeatBlock
3243,Block,TConstruct,tile.CraftingSlab,tconstruct.blocks.CraftingSlab
3244,Block,TConstruct,tile.cloth,tconstruct.blocks.SlabBase
3245,Block,TConstruct,tile.cloth,tconstruct.blocks.SlabBase
3246,Block,TConstruct,tile.tconstruct.tank.air,tconstruct.blocks.TankAirBlock
3247,Block,TConstruct,tile.explosive.slime,tconstruct.blocks.SlimeExplosive
3249,Block,TConstruct,tile.CastingChannel,tconstruct.blocks.CastingChannelBlock
3250,Block,TConstruct,tile.rail.wood,tconstruct.blocks.WoodRail
3251,Block,Natura,tile.natura.treeblock,mods.natura.blocks.trees.TreeBlock
3252,Block,Natura,tile.door.redwood,mods.natura.blocks.trees.NDoor
3253,Block,Natura,tile.cloud,mods.natura.blocks.CloudBlock
3254,Block,Natura,tile.saguaro.block,iguanaman.hungeroverhaul.blocks.IguanaSaguaro
3255,Block,Natura,tile.berrybush,iguanaman.hungeroverhaul.blocks.IguanaBerryBushNether
3256,Block,Natura,tile.natura.sapling,mods.natura.blocks.trees.NSaplingBlock
3257,Block,Natura,tile.berrybush,iguanaman.hungeroverhaul.blocks.IguanaBerryBush
3258,Block,Natura,tile.natura.leavesnocolor,mods.natura.blocks.trees.NLeavesNocolor
3259,Block,Natura,tile.natura.leaves,mods.natura.blocks.trees.NLeaves
3260,Block,Natura,tile.null,iguanaman.hungeroverhaul.blocks.IguanaCropNatura
3261,Block,Natura,tile.natura.redwood,mods.natura.blocks.trees.SimpleLog
3262,Block,Natura,tile.natura.planks,mods.natura.blocks.trees.Planks
3263,Block,Natura,tile.bloodwood,mods.natura.blocks.trees.LogTwoxTwo
3264,Block,Natura,tile.door.eucalyptus,mods.natura.blocks.trees.NDoor
3265,Block,Natura,tile.door.hopseed,mods.natura.blocks.trees.NDoor
3266,Block,Natura,tile.door.sakura,mods.natura.blocks.trees.NDoor
3267,Block,Natura,tile.door.ghostwood,mods.natura.blocks.trees.NDoor
3268,Block,Natura,tile.door.bloodwood,mods.natura.blocks.trees.NDoor
3269,Block,Natura,tile.door.redwoodbark,mods.natura.blocks.trees.NDoor
3270,Block,Natura,tile.Glowshroom,mods.natura.blocks.crops.Glowshroom
3271,Block,Natura,tile.Darktree,mods.natura.blocks.trees.DarkTreeBlock
3272,Block,Natura,tile.Darkleaves,mods.natura.blocks.trees.NLeavesDark
3273,Block,Natura,tile.blueGlowshroom,mods.natura.blocks.crops.LargeGlowshroom
3274,Block,Natura,tile.greenGlowshroom,mods.natura.blocks.crops.LargeGlowshroom
3275,Block,Natura,tile.purpleGlowshroom,mods.natura.blocks.crops.LargeGlowshroom
3277,Block,Natura,tile.RareTree,mods.natura.blocks.trees.OverworldTreeBlock
3278,Block,Natura,tile.RareLeaves,mods.natura.blocks.trees.OverworldLeaves
3279,Block,Natura,tile.RareSapling,mods.natura.blocks.trees.OverworldSapling
3280,Block,Natura,tile.willow,mods.natura.blocks.trees.WillowBlock
3281,Block,Natura,tile.bluebells,mods.natura.blocks.crops.FlowerBlock
3282,Block,Natura,tile.Thornvines,mods.natura.blocks.crops.ThornVines
3283,Block,Natura,tile.workbench,mods.natura.blocks.overrides.AlternateWorkbench
3284,Block,Natura,tile.bookshelf,mods.natura.blocks.overrides.AlternateBookshelf
3285,Block,Natura,tile.fence,mods.natura.blocks.overrides.AlternateFence
3286,Block,Natura,tile.GrassBlock,mods.natura.blocks.GrassBlock
3287,Block,Natura,tile.GrassSlab,mods.natura.blocks.GrassSlab
3288,Block,Natura,tile.plankSlab1,mods.natura.blocks.NSlabBase
3289,Block,Natura,tile.plankSlab2,mods.natura.blocks.NSlabBase
3291,Block,Natura,tile.stair.eucalyptus,mods.natura.blocks.NStairs
3292,Block,Natura,tile.stair.sakura,mods.natura.blocks.NStairs
3293,Block,Natura,tile.stair.ghostwood,mods.natura.blocks.NStairs
3294,Block,Natura,tile.stair.redwood,mods.natura.blocks.NStairs
3295,Block,Natura,tile.stair.bloodwood,mods.natura.blocks.NStairs
3296,Block,Natura,tile.stair.hopseed,mods.natura.blocks.NStairs
3297,Block,Natura,tile.stair.maple,mods.natura.blocks.NStairs
3298,Block,Natura,tile.stair.amaranth,mods.natura.blocks.NStairs
3299,Block,Natura,tile.stair.silverbell,mods.natura.blocks.NStairs
3301,Block,Natura,tile.stair.willow,mods.natura.blocks.NStairs
3302,Block,Natura,tile.stair.darkwood,mods.natura.blocks.NStairs
3303,Block,Natura,tile.stair.fusewood,mods.natura.blocks.NStairs
3304,Block,Natura,tile.pressureplate.eucalyptus,mods.natura.blocks.NPressurePlate
3305,Block,Natura,tile.pressureplate.sakura,mods.natura.blocks.NPressurePlate
3306,Block,Natura,tile.pressureplate.ghostwood,mods.natura.blocks.NPressurePlate
3307,Block,Natura,tile.pressureplate.redwood,mods.natura.blocks.NPressurePlate
3308,Block,Natura,tile.pressureplate.bloodwood,mods.natura.blocks.NPressurePlate
3309,Block,Natura,tile.pressureplate.hopseed,mods.natura.blocks.NPressurePlate
3310,Block,Natura,tile.pressureplate.maple,mods.natura.blocks.NPressurePlate
3311,Block,Natura,tile.pressureplate.amaranth,mods.natura.blocks.NPressurePlate
3312,Block,Natura,tile.pressureplate.silverbell,mods.natura.blocks.NPressurePlate
3313,Block,Natura,tile.pressureplate.tiger,mods.natura.blocks.NPressurePlate
3314,Block,Natura,tile.pressureplate.willow,mods.natura.blocks.NPressurePlate
3315,Block,Natura,tile.pressureplate.darkwood,mods.natura.blocks.NPressurePlate
3316,Block,Natura,tile.pressureplate.fusewood,mods.natura.blocks.NPressurePlate
3317,Block,Natura,tile.trapdoor.eucalyptus,mods.natura.blocks.NTrapdoor
3318,Block,Natura,tile.trapdoor.sakura,mods.natura.blocks.NTrapdoor
3319,Block,Natura,tile.trapdoor.ghostwood,mods.natura.blocks.NTrapdoor
3320,Block,Natura,tile.trapdoor.redwood,mods.natura.blocks.NTrapdoor
3321,Block,Natura,tile.trapdoor.bloodwood,mods.natura.blocks.NTrapdoor
3322,Block,Natura,tile.trapdoor.hopseed,mods.natura.blocks.NTrapdoor
3323,Block,Natura,tile.trapdoor.maple,mods.natura.blocks.NTrapdoor
3324,Block,Natura,tile.trapdoor.amaranth,mods.natura.blocks.NTrapdoor
3325,Block,Natura,tile.trapdoor.silverbell,mods.natura.blocks.NTrapdoor
3326,Block,Natura,tile.trapdoor.tiger,mods.natura.blocks.NTrapdoor
3327,Block,Natura,tile.trapdoor.willow,mods.natura.blocks.NTrapdoor
3328,Block,Natura,tile.trapdoor.darkwood,mods.natura.blocks.NTrapdoor
3329,Block,Natura,tile.trapdoor.fusewood,mods.natura.blocks.NTrapdoor
3330,Block,Natura,tile.button.eucalyptus,mods.natura.blocks.NButton
3331,Block,Natura,tile.button.sakura,mods.natura.blocks.NButton
3332,Block,Natura,tile.button.ghostwood,mods.natura.blocks.NButton
3333,Block,Natura,tile.button.redwood,mods.natura.blocks.NButton
3334,Block,Natura,tile.button.bloodwood,mods.natura.blocks.NButton
3335,Block,Natura,tile.button.hopseed,mods.natura.blocks.NButton
3336,Block,Natura,tile.button.maple,mods.natura.blocks.NButton
3337,Block,Natura,tile.button.silverbell,mods.natura.blocks.NButton
3338,Block,Natura,tile.button.amaranth,mods.natura.blocks.NButton
3339,Block,Natura,tile.button.tiger,mods.natura.blocks.NButton
3340,Block,Natura,tile.button.willow,mods.natura.blocks.NButton
3341,Block,Natura,tile.button.darkwood,mods.natura.blocks.NButton
3342,Block,Natura,tile.button.fusewood,mods.natura.blocks.NButton
3343,Block,Natura,tile.fenceGate.eucalyptus,mods.natura.blocks.NFenceGate
3344,Block,Natura,tile.fenceGate.sakura,mods.natura.blocks.NFenceGate
3345,Block,Natura,tile.fenceGate.ghostwood,mods.natura.blocks.NFenceGate
3346,Block,Natura,tile.fenceGate.redwood,mods.natura.blocks.NFenceGate
3347,Block,Natura,tile.fenceGate.bloodwood,mods.natura.blocks.NFenceGate
3348,Block,Natura,tile.fenceGate.hopseed,mods.natura.blocks.NFenceGate
3349,Block,Natura,tile.fenceGate.maple,mods.natura.blocks.NFenceGate
3350,Block,Natura,tile.fenceGate.silverbell,mods.natura.blocks.NFenceGate
3351,Block,Natura,tile.fenceGate.amaranth,mods.natura.blocks.NFenceGate
3352,Block,Natura,tile.fenceGate.tiger,mods.natura.blocks.NFenceGate
3353,Block,Natura,tile.fenceGate.willow,mods.natura.blocks.NFenceGate
3354,Block,Natura,tile.fenceGate.darkwood,mods.natura.blocks.NFenceGate
3355,Block,Natura,tile.fenceGate.fusewood,mods.natura.blocks.NFenceGate
3356,Block,Natura,tile.blazerail,mods.natura.blocks.tech.BlazeRail
3357,Block,Natura,tile.blazerail.powered,mods.natura.blocks.tech.BlazeRailPowered
3358,Block,Natura,tile.blazerail.detector,mods.natura.blocks.tech.BlazeRailDetector
3359,Block,Natura,tile.blazerail.activator,mods.natura.blocks.tech.BlazeRailPowered
3360,Block,Natura,tile.furnace.netherrack,mods.natura.blocks.tech.NetherrackFurnaceBlock
3361,Block,Natura,tile.nether.obelisk,mods.natura.blocks.tech.RespawnObelisk
3362,Block,Natura,tile.nether.glass,mods.natura.blocks.nether.NetherGlass
3363,Block,Natura,tile.nether.hopper,mods.natura.blocks.tech.BlazeHopper
3366,Block,Natura,tile.pressurePlate,mods.natura.blocks.overrides.AlternatePressurePlate
3367,Block,Natura,tile.button,mods.natura.blocks.overrides.NetherrackButton
3368,Block,Natura,tile.lever,mods.natura.blocks.overrides.NetherLever
3391,Block,flatsigns,tile.sign,myrathi.flatsigns.block.BlockFlatSign
3404,Block,TSteelworks,tile.Limestone,tsteelworks.blocks.LimestoneBlock
3405,Block,TSteelworks,tile.tsteelworks.cement,tsteelworks.blocks.CementBlock
3407,Block,TSteelworks,tile.ScorchedSlab,tsteelworks.blocks.ScorchedSlab
3408,Block,TSteelworks,tile.LimestoneSlab,tsteelworks.blocks.LimestoneSlab
3410,Block,TSteelworks,tile.molten.limestone,tsteelworks.blocks.TSBaseFluid
3411,Block,TSteelworks,tile.liquid.cement,tsteelworks.blocks.CementFluidBlock
3500,Block,gendustry,tile.gendustry.mutatron.adv,net.bdew.gendustry.machines.advmutatron.BlockMutatronAdv
3505,Block,gendustry,tile.gendustry.liquiddna,net.bdew.gendustry.fluids.BlockFluid
3506,Block,gendustry,tile.gendustry.protein,net.bdew.gendustry.fluids.BlockFluid
3507,Block,gendustry,tile.gendustry.liquifier,net.bdew.gendustry.machines.liquifier.BlockLiquifier
3508,Block,gendustry,tile.gendustry.extractor,net.bdew.gendustry.machines.extractor.BlockExtractor
3509,Block,gendustry,tile.gendustry.transposer,net.bdew.gendustry.machines.transposer.BlockTransposer
3510,Block,JABBA,tile.blockbarrel,mcp.mobius.betterbarrels.common.blocks.BlockBarrel
3511,Block,gendustry,tile.gendustry.replicator,net.bdew.gendustry.machines.replicator.BlockReplicator
3512,Block,CarpentersBlocks,tile.blockCarpentersPressurePlate,com.carpentersblocks.block.BlockCarpentersPressurePlate
3513,Block,CarpentersBlocks,tile.blockCarpentersDaylightSensor,com.carpentersblocks.block.BlockCarpentersDaylightSensor
3514,Block,CarpentersBlocks,tile.blockCarpentersHatch,com.carpentersblocks.block.BlockCarpentersHatch
3515,Block,CarpentersBlocks,tile.blockCarpentersDoor,com.carpentersblocks.block.BlockCarpentersDoor
3516,Block,CarpentersBlocks,tile.blockCarpentersBed,com.carpentersblocks.block.BlockCarpentersBed
3517,Block,CarpentersBlocks,tile.blockCarpentersLadder,com.carpentersblocks.block.BlockCarpentersLadder
3518,Block,CarpentersBlocks,tile.blockCarpentersCollapsibleBlock,com.carpentersblocks.block.BlockCarpentersCollapsibleBlock
3519,Block,CarpentersBlocks,tile.blockCarpentersTorch,com.carpentersblocks.block.BlockCarpentersTorch
3520,Block,CarpentersBlocks,tile.blockCarpentersSafe,com.carpentersblocks.block.BlockCarpentersSafe
3521,Block,CarpentersBlocks,tile.blockCarpentersFlowerPot,com.carpentersblocks.block.BlockCarpentersFlowerPot
3650,Block,OpenComputers,tile.null,li.cil.oc.common.block.SimpleDelegator
3651,Block,OpenComputers,tile.null,li.cil.oc.common.block.SimpleRedstoneDelegator
3652,Block,OpenComputers,tile.null,li.cil.oc.common.block.SpecialDelegator
3653,Block,OpenComputers,tile.null,li.cil.oc.common.block.SpecialRedstoneDelegator
3700,Block,ExtraTrees,tile.planks,binnie.extratrees.block.BlockETPlanks
3701,Block,ExtraTrees,tile.fence,binnie.extratrees.block.BlockFence
3702,Block,ExtraTrees,tile.stairs,binnie.extratrees.block.BlockETStairs
3703,Block,ExtraTrees,tile.carpentry,binnie.extratrees.carpentry.BlockCarpentry
3704,Block,ExtraTrees,tile.log,binnie.extratrees.block.BlockETLog
3705,Block,BinnieCore,tile.extratrees.block.machine,binnie.core.machines.BlockMachine
3706,Block,ExtraTrees,tile.carpentry,binnie.extratrees.carpentry.BlockCarpentryPanel
3707,Block,ExtraTrees,tile.null,binnie.extratrees.block.BlockETSlab
3708,Block,ExtraTrees,tile.null,binnie.extratrees.block.BlockETSlab
3709,Block,ExtraTrees,tile.null,binnie.extratrees.block.BlockGate
3710,Block,ExtraTrees,tile.null,binnie.extratrees.block.BlockETDoor
3746,Block,crowley.skyblock,tile.crowley.skyblock.sifting_table,exnihilo.blocks.BlockSieve
3750,Block,crowley.skyblock,tile.crowley.skyblock.tin_ore,exnihilo.blocks.ores.BlockAluminumOre
3751,Block,crowley.skyblock,tile.crowley.skyblock.copper_ore,exnihilo.blocks.ores.BlockCopperOre
3752,Block,crowley.skyblock,tile.crowley.skyblock.gold_ore,exnihilo.blocks.ores.BlockGoldOre
3753,Block,crowley.skyblock,tile.crowley.skyblock.iron_ore,exnihilo.blocks.ores.BlockIronOre
3754,Block,crowley.skyblock,tile.crowley.skyblock.lead_ore,exnihilo.blocks.ores.BlockLeadOre
3755,Block,crowley.skyblock,tile.crowley.skyblock.nickel_ore,exnihilo.blocks.ores.BlockNickelOre
3756,Block,crowley.skyblock,tile.crowley.skyblock.osmium_ore,exnihilo.blocks.ores.BlockOsmiumOre
3757,Block,crowley.skyblock,tile.crowley.skyblock.platinum_ore,exnihilo.blocks.ores.BlockPlatinumOre
3758,Block,crowley.skyblock,tile.crowley.skyblock.silver_ore,exnihilo.blocks.ores.BlockSilverOre
3759,Block,crowley.skyblock,tile.crowley.skyblock.tin_ore,exnihilo.blocks.ores.BlockTinOre
3760,Block,crowley.skyblock,tile.crowley.skyblock.barrel,exnihilo.blocks.BlockBarrel
3761,Block,crowley.skyblock,tile.crowley.skyblock.barrel_stone,exnihilo.blocks.BlockBarrelStone
3762,Block,crowley.skyblock,bee_trap,exnihilo.blocks.BlockBeeTrap
3763,Block,crowley.skyblock,bee_trap_treated,exnihilo.blocks.BlockBeeTrapTreated
3764,Block,crowley.skyblock,tile.crowley.skyblock.crucible,exnihilo.blocks.BlockCrucible
3765,Block,crowley.skyblock,tile.crowley.skyblock.crucible_unfired,exnihilo.blocks.BlockCrucibleUnfired
3766,Block,crowley.skyblock,dust,exnihilo.blocks.BlockDust
3767,Block,crowley.skyblock,tile.crowley.skyblock.infested_leaves,exnihilo.blocks.BlockLeavesInfested
3900,Block,pamharvestcraft,tile.PamHarvestCraft:candle_9,assets.pamharvestcraft.BlockPamCandleDeco
3901,Block,pamharvestcraft,tile.PamHarvestCraft:candle_10,assets.pamharvestcraft.BlockPamCandleDeco
3902,Block,pamharvestcraft,tile.PamHarvestCraft:candle_11,assets.pamharvestcraft.BlockPamCandleDeco
3903,Block,pamharvestcraft,tile.PamHarvestCraft:candle_12,assets.pamharvestcraft.BlockPamCandleDeco
3904,Block,pamharvestcraft,tile.PamHarvestCraft:candle_13,assets.pamharvestcraft.BlockPamCandleDeco
3905,Block,pamharvestcraft,tile.PamHarvestCraft:candle_14,assets.pamharvestcraft.BlockPamCandleDeco
3906,Block,pamharvestcraft,tile.PamHarvestCraft:candle_15,assets.pamharvestcraft.BlockPamCandleDeco
3907,Block,pamharvestcraft,tile.PamHarvestCraft:candle_0,assets.pamharvestcraft.BlockPamCandleDeco
3908,Block,pamharvestcraft,tile.starfruit,iguanaman.hungeroverhaul.blocks.IguanaFruit
3909,Block,pamharvestcraft,tile.PamHarvestCraft:candle_1,assets.pamharvestcraft.BlockPamCandleDeco
3910,Block,pamharvestcraft,tile.PamHarvestCraft:candle_2,assets.pamharvestcraft.BlockPamCandleDeco
3911,Block,pamharvestcraft,tile.PamHarvestCraft:candle_3,assets.pamharvestcraft.BlockPamCandleDeco
3912,Block,pamharvestcraft,tile.PamHarvestCraft:candle_4,assets.pamharvestcraft.BlockPamCandleDeco
3913,Block,pamharvestcraft,tile.PamHarvestCraft:candle_5,assets.pamharvestcraft.BlockPamCandleDeco
3914,Block,pamharvestcraft,tile.PamHarvestCraft:candle_6,assets.pamharvestcraft.BlockPamCandleDeco
3915,Block,pamharvestcraft,tile.PamHarvestCraft:candle_7,assets.pamharvestcraft.BlockPamCandleDeco
3916,Block,pamharvestcraft,tile.PamHarvestCraft:candle_8,assets.pamharvestcraft.BlockPamCandleDeco
3917,Block,pamharvestcraft,tile.cloth_15,assets.pamharvestcraft.BlockPamColoredClothSlab
3918,Block,pamharvestcraft,tile.cloth_11,assets.pamharvestcraft.BlockPamColoredClothSlab
3919,Block,pamharvestcraft,tile.cloth_12,assets.pamharvestcraft.BlockPamColoredClothSlab
3920,Block,pamharvestcraft,tile.cloth_9,assets.pamharvestcraft.BlockPamColoredClothSlab
3921,Block,pamharvestcraft,tile.cloth_7,assets.pamharvestcraft.BlockPamColoredClothSlab
3922,Block,pamharvestcraft,tile.cloth_13,assets.pamharvestcraft.BlockPamColoredClothSlab
3923,Block,pamharvestcraft,tile.cloth_3,assets.pamharvestcraft.BlockPamColoredClothSlab
3924,Block,pamharvestcraft,tile.cloth_8,assets.pamharvestcraft.BlockPamColoredClothSlab
3925,Block,pamharvestcraft,tile.cloth_5,assets.pamharvestcraft.BlockPamColoredClothSlab
3926,Block,pamharvestcraft,tile.cloth_2,assets.pamharvestcraft.BlockPamColoredClothSlab
3927,Block,pamharvestcraft,tile.cloth_1,assets.pamharvestcraft.BlockPamColoredClothSlab
3928,Block,pamharvestcraft,tile.cloth_6,assets.pamharvestcraft.BlockPamColoredClothSlab
3929,Block,pamharvestcraft,tile.cloth_10,assets.pamharvestcraft.BlockPamColoredClothSlab
3930,Block,pamharvestcraft,tile.null,assets.pamharvestcraft.BlockPamSinkBarrel
3931,Block,pamharvestcraft,tile.PamHarvestCraft:whitemushroomcrop_2,assets.pamharvestcraft.BlockPamBushWild
3932,Block,pamharvestcraft,tile.PamHarvestCraft:walnutSapling,assets.pamharvestcraft.BlockPamSapling
3933,Block,pamharvestcraft,tile.walnut,iguanaman.hungeroverhaul.blocks.IguanaFruit
3934,Block,pamharvestcraft,tile.PamHarvestCraft:vanillabeanSapling,assets.pamharvestcraft.BlockPamSapling
3935,Block,pamharvestcraft,tile.vanillabean,iguanaman.hungeroverhaul.blocks.IguanaFruit
3936,Block,pamharvestcraft,tile.PamHarvestCraft:sunflowercrop_2,assets.pamharvestcraft.BlockPamBushWild
3937,Block,pamharvestcraft,tile.PamHarvestCraft:strawberrycrop_2,assets.pamharvestcraft.BlockPamBushWild
3938,Block,pamharvestcraft,tile.PamHarvestCraft:starfruitSapling,assets.pamharvestcraft.BlockPamSapling
3939,Block,pamharvestcraft,tile.cloth_14,assets.pamharvestcraft.BlockPamColoredClothSlab
3940,Block,pamharvestcraft,tile.cloth_0,assets.pamharvestcraft.BlockPamColoredClothSlab
3941,Block,pamharvestcraft,tile.cloth_4,assets.pamharvestcraft.BlockPamColoredClothSlab
3942,Block,pamharvestcraft,tile.cloth_15,assets.pamharvestcraft.BlockPamColoredClothStairs
3943,Block,pamharvestcraft,tile.cloth_11,assets.pamharvestcraft.BlockPamColoredClothStairs
3944,Block,pamharvestcraft,tile.cloth_12,assets.pamharvestcraft.BlockPamColoredClothStairs
3945,Block,pamharvestcraft,tile.cloth_9,assets.pamharvestcraft.BlockPamColoredClothStairs
3946,Block,pamharvestcraft,tile.cloth_7,assets.pamharvestcraft.BlockPamColoredClothStairs
3947,Block,pamharvestcraft,tile.cloth_13,assets.pamharvestcraft.BlockPamColoredClothStairs
3948,Block,pamharvestcraft,tile.cloth_3,assets.pamharvestcraft.BlockPamColoredClothStairs
3949,Block,pamharvestcraft,tile.cloth_8,assets.pamharvestcraft.BlockPamColoredClothStairs
3950,Block,pamharvestcraft,tile.cloth_5,assets.pamharvestcraft.BlockPamColoredClothStairs
3951,Block,pamharvestcraft,tile.cloth_2,assets.pamharvestcraft.BlockPamColoredClothStairs
3952,Block,pamharvestcraft,tile.cloth_1,assets.pamharvestcraft.BlockPamColoredClothStairs
3953,Block,pamharvestcraft,tile.cloth_6,assets.pamharvestcraft.BlockPamColoredClothStairs
3954,Block,pamharvestcraft,tile.cloth_10,assets.pamharvestcraft.BlockPamColoredClothStairs
3955,Block,pamharvestcraft,tile.cloth_14,assets.pamharvestcraft.BlockPamColoredClothStairs
3956,Block,pamharvestcraft,tile.cloth_0,assets.pamharvestcraft.BlockPamColoredClothStairs
3957,Block,pamharvestcraft,tile.cloth_4,assets.pamharvestcraft.BlockPamColoredClothStairs
3958,Block,pamharvestcraft,tile.PamHarvestCraft:apiary,assets.pamharvestcraft.BlockPamApiary
3959,Block,pamharvestcraft,tile.apple,iguanaman.hungeroverhaul.blocks.IguanaFruit
3960,Block,pamharvestcraft,tile.PamHarvestCraft:appleSapling,assets.pamharvestcraft.BlockPamSapling
3961,Block,pamharvestcraft,tile.avocado,iguanaman.hungeroverhaul.blocks.IguanaFruit
3962,Block,pamharvestcraft,tile.PamHarvestCraft:avocadoSapling,assets.pamharvestcraft.BlockPamSapling
3963,Block,pamharvestcraft,tile.PamHarvestCraft:bambooshootcrop_2,assets.pamharvestcraft.BlockPamBushWild
3964,Block,pamharvestcraft,tile.banana,iguanaman.hungeroverhaul.blocks.IguanaFruit
3965,Block,pamharvestcraft,tile.PamHarvestCraft:bananaSapling,assets.pamharvestcraft.BlockPamSapling
3966,Block,pamharvestcraft,tile.PamHarvestCraft:beehive,assets.pamharvestcraft.BlockPamBeehive
3967,Block,pamharvestcraft,tile.PamHarvestCraft:blackberrycrop_2,assets.pamharvestcraft.BlockPamBushWild
3968,Block,pamharvestcraft,tile.PamHarvestCraft:blueberrycrop_2,assets.pamharvestcraft.BlockPamBushWild
3969,Block,pamharvestcraft,tile.PamHarvestCraft:cactusfruitcrop_2,assets.pamharvestcraft.BlockPamBushWild
3970,Block,pamharvestcraft,tile.PamHarvestCraft:candleberrycrop_2,assets.pamharvestcraft.BlockPamBushWild
3971,Block,pamharvestcraft,tile.cherry,iguanaman.hungeroverhaul.blocks.IguanaFruit
3972,Block,pamharvestcraft,tile.PamHarvestCraft:cherrySapling,assets.pamharvestcraft.BlockPamSapling
3973,Block,pamharvestcraft,tile.cinnamon,iguanaman.hungeroverhaul.blocks.IguanaFruit
